game_id,roster,game_type
2023021032,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;SEBASTIAN AHO;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;ANDREI SVECHNIKOV;JORDAN MARTINOOK;JAKE GUENTZEL;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;EVGENY KUZNETSOV;FREDERIK ANDERSEN;PYOTR KOCHETKOV",home
2023021046,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;SEBASTIAN AHO;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;ANDREI SVECHNIKOV;JORDAN MARTINOOK;JAKE GUENTZEL;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;EVGENY KUZNETSOV;FREDERIK ANDERSEN;PYOTR KOCHETKOV",home
2023021099,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;SEBASTIAN AHO;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;BRENDAN LEMIEUX;ANDREI SVECHNIKOV;JORDAN MARTINOOK;JAKE GUENTZEL;JACCOB SLAVIN;BRADY SKJEI;TONY DEANGELO;JESPERI KOTKANIEMI;MARTIN NECAS;EVGENY KUZNETSOV;FREDERIK ANDERSEN;SPENCER MARTIN",home
2023020032,"DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;BRENDAN LEMIEUX;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;TONY DEANGELO;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;FREDERIK ANDERSEN;ANTTI RAANTA",away
2023020034,"DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;BRENDAN LEMIEUX;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;TONY DEANGELO;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;FREDERIK ANDERSEN;ANTTI RAANTA",away
2023020047,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;BRENDAN LEMIEUX;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;TONY DEANGELO;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;FREDERIK ANDERSEN;ANTTI RAANTA",away
2023020060,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;BRETT PESCE;STEFAN NOESEN;SETH JARVIS;BRENDAN LEMIEUX;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;TONY DEANGELO;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;ANTTI RAANTA;PYOTR KOCHETKOV",away
2023020076,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;STEFAN NOESEN;SETH JARVIS;BRENDAN LEMIEUX;JORDAN MARTINOOK;MICHAEL BUNTING;CALLAHAN BURKE;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;TONY DEANGELO;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;ANTTI RAANTA;PYOTR KOCHETKOV",away
2023020086,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;STEFAN NOESEN;SETH JARVIS;BRENDAN LEMIEUX;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;TONY DEANGELO;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;FREDERIK ANDERSEN;PYOTR KOCHETKOV",away
2023020131,"JALEN CHATFIELD;DMITRY ORLOV;BRENT BURNS;JORDAN STAAL;JACK DRURY;SEBASTIAN AHO;STEFAN NOESEN;SETH JARVIS;ANDREI SVECHNIKOV;JORDAN MARTINOOK;MICHAEL BUNTING;JESPER FAST;JACCOB SLAVIN;BRADY SKJEI;TONY DEANGELO;JESPERI KOTKANIEMI;TEUVO TERAVAINEN;MARTIN NECAS;FREDERIK ANDERSEN;ANTTI RAANTA",away
