game_id,roster,game_type
2023020197,"BROCK BOESER;CARSON SOUCY;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PIUS SUTER;PHILLIP DI GIUSEPPE;ELIAS PETTERSSON;QUINN HUGHES;MARK FRIEDMAN;TYLER MYERS;ILYA MIKHEYEV;ANTHONY BEAUVILLIER;DAKOTA JOSHUA;IAN COLE;ANDREI KUZMENKO;CASEY DESMITH;THATCHER DEMKO",away
2023020215,"BROCK BOESER;CARSON SOUCY;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PIUS SUTER;PHILLIP DI GIUSEPPE;ELIAS PETTERSSON;QUINN HUGHES;MARK FRIEDMAN;TYLER MYERS;ILYA MIKHEYEV;ANTHONY BEAUVILLIER;DAKOTA JOSHUA;IAN COLE;ANDREI KUZMENKO;CASEY DESMITH;THATCHER DEMKO",away
2023020224,"BROCK BOESER;CARSON SOUCY;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;PIUS SUTER;PHILLIP DI GIUSEPPE;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;ANTHONY BEAUVILLIER;DAKOTA JOSHUA;IAN COLE;ANDREI KUZMENKO;CASEY DESMITH;THATCHER DEMKO",away
2023020247,"BROCK BOESER;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PHILLIP DI GIUSEPPE;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;MARK FRIEDMAN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;ANTHONY BEAUVILLIER;DAKOTA JOSHUA;IAN COLE;LINUS KARLSSON;CASEY DESMITH;THATCHER DEMKO",away
2023020291,"BROCK BOESER;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PHILLIP DI GIUSEPPE;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;MARK FRIEDMAN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;ANTHONY BEAUVILLIER;DAKOTA JOSHUA;IAN COLE;ANDREI KUZMENKO;CASEY DESMITH;THATCHER DEMKO",away
2023020307,"BROCK BOESER;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PHILLIP DI GIUSEPPE;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;MARK FRIEDMAN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;ANTHONY BEAUVILLIER;DAKOTA JOSHUA;IAN COLE;NILS AMAN;CASEY DESMITH;THATCHER DEMKO",away
2023020314,"BROCK BOESER;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PHILLIP DI GIUSEPPE;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;MARK FRIEDMAN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;ANTHONY BEAUVILLIER;DAKOTA JOSHUA;IAN COLE;NILS AMAN;CASEY DESMITH;THATCHER DEMKO",away
2023020367,"BROCK BOESER;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;IAN COLE;NILS AMAN;NIKITA ZADOROV;LINUS KARLSSON;ANDREI KUZMENKO;CASEY DESMITH;THATCHER DEMKO",away
2023020461,"BROCK BOESER;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PIUS SUTER;PHILLIP DI GIUSEPPE;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;IAN COLE;NIKITA ZADOROV;ANDREI KUZMENKO;CASEY DESMITH;THATCHER DEMKO",away
2023020474,"BROCK BOESER;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PIUS SUTER;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;IAN COLE;NILS AMAN;NIKITA ZADOROV;ANDREI KUZMENKO;CASEY DESMITH;THATCHER DEMKO",away
2023020491,"BROCK BOESER;CONOR GARLAND;J.T. MILLER;FILIP HRONEK;SAM LAFFERTY;NILS HOGLANDER;PIUS SUTER;PHILLIP DI GIUSEPPE;ELIAS PETTERSSON;QUINN HUGHES;NOAH JUULSEN;TEDDY BLUEGER;TYLER MYERS;ILYA MIKHEYEV;DAKOTA JOSHUA;IAN COLE;NILS AMAN;NIKITA ZADOROV;CASEY DESMITH;THATCHER DEMKO",away
