game_id,roster,game_type
2023021092,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ALEX TURCOTTE;JACOB MOVERARE;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;DAVID RITTICH;CAM TALBOT",home
2023021097,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;VIKTOR ARVIDSSON;JACOB MOVERARE;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;DAVID RITTICH;CAM TALBOT",home
2023020045,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;PHEONIX COPLEY;CAM TALBOT",away
2023020056,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;PHEONIX COPLEY;CAM TALBOT",away
2023020115,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;PHEONIX COPLEY;CAM TALBOT",away
2023020139,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;PHEONIX COPLEY;CAM TALBOT",away
2023020149,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;PHEONIX COPLEY;CAM TALBOT",away
2023020163,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;PHEONIX COPLEY;CAM TALBOT",away
2023020192,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;PHEONIX COPLEY;CAM TALBOT",away
2023020276,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;JARET ANDERSON-DOLAN;ARTHUR KALIYEV;MIKEY ANDERSON;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;PHEONIX COPLEY;CAM TALBOT",away
2023020299,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;JARET ANDERSON-DOLAN;ARTHUR KALIYEV;MIKEY ANDERSON;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;PHEONIX COPLEY;CAM TALBOT",away
2023020381,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;JARET ANDERSON-DOLAN;ARTHUR KALIYEV;MIKEY ANDERSON;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;PHEONIX COPLEY;CAM TALBOT",away
2023020394,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;PHEONIX COPLEY;CAM TALBOT",away
2023020415,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;PHEONIX COPLEY;CAM TALBOT",away
2023020424,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;PHEONIX COPLEY;CAM TALBOT",away
2023020473,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;JACOB MOVERARE;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;CARL GRUNDSTROM;DAVID RITTICH;CAM TALBOT",away
2023020494,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;JACOB MOVERARE;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;CARL GRUNDSTROM;DAVID RITTICH;CAM TALBOT",away
2023020544,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;DAVID RITTICH;CAM TALBOT",away
2023020618,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;BRANDT CLARKE;DAVID RITTICH;CAM TALBOT",away
2023020626,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;DAVID RITTICH;CAM TALBOT",away
2023020641,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;ARTHUR KALIYEV;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;DAVID RITTICH;CAM TALBOT",away
2023020659,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;KEVIN FIALA;PHILLIP DANAULT;JARET ANDERSON-DOLAN;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;BRANDT CLARKE;DAVID RITTICH;CAM TALBOT",away
2023020675,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;JORDAN SPENCE;KEVIN FIALA;PHILLIP DANAULT;JARET ANDERSON-DOLAN;MIKEY ANDERSON;BLAKE LIZOTTE;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;DAVID RITTICH;CAM TALBOT",away
2023020684,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;KEVIN FIALA;PHILLIP DANAULT;JARET ANDERSON-DOLAN;ARTHUR KALIYEV;MIKEY ANDERSON;QUINTON BYFIELD;TREVOR LEWIS;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;BRANDT CLARKE;DAVID RITTICH;CAM TALBOT",away
2023020757,"MATT ROY;ANDREAS ENGLUND;DREW DOUGHTY;ADRIAN KEMPE;ANZE KOPITAR;TREVOR MOORE;KEVIN FIALA;PHILLIP DANAULT;JARET ANDERSON-DOLAN;ARTHUR KALIYEV;MIKEY ANDERSON;TREVOR LEWIS;SAMUEL FAGEMO;ALEX LAFERRIERE;PIERRE-LUC DUBOIS;VLADISLAV GAVRIKOV;CARL GRUNDSTROM;BRANDT CLARKE;DAVID RITTICH;CAM TALBOT",away
